epoch,train_loss,val_loss,val_accuracy
57,0.06253632097363923,0.0316701499124368,0.9844444444444445
58,0.06141001599925486,0.02948466669768095,0.9822222222222222
59,0.06147878024388443,0.0302039656167229,0.9844444444444445
60,0.06187148177714059,0.029654245699445407,0.9866666666666667
61,0.06206142002095779,0.031110861587027708,0.9844444444444445
62,0.06093971165969516,0.029655455828954777,0.9866666666666667
63,0.061675529489575914,0.029054838915665945,0.9844444444444445
64,0.06130168589791565,0.03123017093166709,0.9866666666666667
65,0.0631942474001059,0.02873117427031199,0.9844444444444445
66,0.061563404530964115,0.029338220693171026,0.9866666666666667
67,0.06093897724129034,0.03261414859443903,0.9888888888888889
68,0.06152236804535443,0.029536895422885814,0.9866666666666667
69,0.05976230567180072,0.028358976325641074,0.9844444444444445
70,0.060984890230677345,0.02925733309239149,0.9866666666666667
71,0.05990312656274799,0.029721632630874715,0.9866666666666667
72,0.05985181451295361,0.0297167361403505,0.9866666666666667
73,0.059819457516299954,0.028845215030014516,0.9844444444444445
74,0.05973145309271234,0.03031188513462742,0.9866666666666667
75,0.059055072008491014,0.029980698662499587,0.9866666666666667
76,0.05865212270256245,0.029653838369995356,0.9844444444444445
77,0.0586276357062161,0.030405240630110106,0.9866666666666667
78,0.05901529566582405,0.03050942091892163,0.9866666666666667
79,0.06073793980546973,0.03245334355160594,0.9888888888888889
80,0.060184425681434346,0.030304841697216034,0.9844444444444445
81,0.05887798462627512,0.02915109262491266,0.9844444444444445
82,0.058461878547501386,0.031940024439245464,0.9888888888888889
83,0.05911404563988926,0.030121923393259444,0.9844444444444445
84,0.057928310043996935,0.02878976579134663,0.9844444444444445
85,0.057875455117248224,0.02889727291961511,0.9844444444444445
86,0.057546992278234524,0.029270221029097834,0.9866666666666667
87,0.059038140274810066,0.029704746355613074,0.9888888888888889
88,0.05907743212512948,0.030887357890605927,0.9888888888888889
89,0.05840370647439903,0.029424525719756883,0.9844444444444445
90,0.05724269697781314,0.029287082174172006,0.9866666666666667
91,0.05774553089092175,0.029817054296533266,0.9866666666666667
92,0.05726369785032037,0.028147623175755143,0.9822222222222222
93,0.060187606211525926,0.031381944411744675,0.9888888888888889
94,0.0573434967575877,0.02833805000409484,0.9844444444444445
95,0.057526340651692764,0.0311288152821362,0.9888888888888889
96,0.05868038731260282,0.02909608284632365,0.9844444444444445
97,0.057946163307254515,0.029437028508012494,0.9866666666666667
98,0.05758746593456828,0.030078742963572342,0.9866666666666667
99,0.057220400917823565,0.027642917974541586,0.9822222222222222
100,0.05846327598291365,0.0315231768724819,0.9888888888888889
